nbCustomer = 90;
nbLocation = 30;

customersData = [
	<18,19>, <56,0 >, <38,11>, <21,8 >, <40,29>, <51,9 >, <33,29>, <46,28>, <11,17>, <14,15>,
	<47,7 >, <53,9 >, <34,18>, <59,15>, <44,1 >, <15,17>, <29,25>, <28,18>, <58,17>, <29,27>,
	<59,22>, <16,1 >, <58,26>, <24,3 >, <21,22>, <16,2 >, <20,20>, <47,27>, <44,2 >, <31,16>,
	<46,1 >, <43,16>, <49,12>, <20,28>, <14,19>, <26,2 >, <24,20>, <10,14>, <41,13>, <51,27>,
	<47,3 >, <16,9 >, <36,18>, <15,0 >, <18,13>, <13,19>, <20,27>, <31,14>, <45,12>, <15,1 >,
	<42,15>, <31,14>, <21,17>, <53,0 >, <58,7 >, <42,12>, <23,11>, <11,0 >, <14,25>, <53,16>,
	<56,22>, <16,13>, <57,16>, <10,8 >, <53,18>, <11,27>, <32,19>, <19,23>, <21,26>, <11,13>,
	<48,11>, <10,11>, <19,19>, <25,22>, <40,28>, <43,26>, <56,23>, <53,3 >, <20,18>, <48,23>,
	<56,26>, <32,14>, <17,29>, <17,18>, <13,9 >, <52,7 >, <42,12>, <13,27>, <29,8 >, <37,20>
];

locationsData = [
	<2375, 137>, <5305, 122>, <3067, 87 >, <1141, 125>, <5881, 120>,
	<4215, 47 >, <2801, 42 >, <1154, 157>, <1049, 60 >, <4205, 134>,
	<4572, 35 >, <1668, 120>, <5032, 185>, <1491, 86 >, <1453, 110>,
	<5719, 115>, <3439, 184>, <1739, 107>, <4060, 188>, <1183, 96 >,
	<2352, 82 >, <4861, 68 >, <4586, 161>, <2631, 123>, <5227, 36 >,
	<1135, 49 >, <4784, 178>, <4732, 179>, <1585, 108>, <3492, 90 >
];

cost = {
	<0, 0, 28>,
	<0, 1, 30>,
	<0, 2, 25>,
	<0, 3, 60>,
	<0, 4, 8>,
	<0, 5, 95>,
	<0, 6, 93>,
	<0, 7, 19>,
	<0, 8, 34>,
	<0, 9, 57>,
	<0, 10, 79>,
	<0, 11, 27>,
	<0, 12, 38>,
	<0, 13, 43>,
	<0, 14, 80>,
	<0, 15, 54>,
	<0, 16, 48>,
	<0, 17, 2>,
	<0, 18, 46>,
	<0, 19, 22>,
	<0, 20, 3>,
	<0, 21, 57>,
	<0, 22, 45>,
	<0, 23, 75>,
	<0, 24, 85>,
	<0, 25, 37>,
	<0, 26, 88>,
	<0, 27, 83>,
	<0, 28, 98>,
	<0, 29, 98>,
	<1, 0, 4>,
	<1, 1, 73>,
	<1, 2, 85>,
	<1, 3, 86>,
	<1, 4, 9>,
	<1, 5, 63>,
	<1, 6, 42>,
	<1, 7, 6>,
